fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
13.23189474,11.00768105,25.95610843,12.72421369,0.069,14.46189474,14.2,2.224213687,1.2,0.576681053,11.01536211
2.464449747,1.005355503,4.423543992,1.959094245,0.05,3.694449747,7.7,1.459094245,5.7,0.555355503,1.010711005
2.392072578,1.006079274,4.278065881,1.885993303,0.054,3.622072578,7.7,1.385993303,5.7,0.560079274,1.012158548
13.02555727,11.00974443,25.54137012,12.51581285,0.114,14.25555727,14.2,2.015812846,1.2,0.623744427,11.01948885
13.21527108,11.00784729,25.92269488,12.7074238,0.113,14.44527108,14.2,2.207423795,1.2,0.620847289,11.01569458
2.650745673,1.003492543,4.797998803,2.14725313,0.066,3.880745673,7.7,1.64725313,5.7,0.569492543,1.006985087
2.566806315,1.004331937,4.629280693,2.062474378,0.074,3.796806315,7.7,1.562474378,5.7,0.578331937,1.008663874
13.07429467,11.00925705,25.63933229,12.56503762,0.074,14.30429467,14.2,2.065037616,1.2,0.583257053,11.01851411
2.224162024,1.00775838,3.940565669,1.716403645,0.069,3.454162024,7.7,1.216403645,5.7,0.57675838,1.01551676
2.830196551,1.001698034,5.158695067,2.328498516,0.068,4.060196551,7.7,1.828498516,5.7,0.569698034,1.003396069
13.59856694,11.00401433,26.69311955,13.09455261,0.081,14.82856694,14.2,2.594552608,1.2,0.585014331,11.00802866
13.29664646,11.00703354,26.08625938,12.78961292,0.11,14.52664646,14.2,2.28961292,1.2,0.617033535,11.01406707
13.84394371,11.00156056,27.18632687,13.34238315,0.084,15.07394371,14.2,2.842383152,1.2,0.585560563,11.00312113
13.77188291,11.00228117,27.04148464,13.26960173,0.07,15.00188291,14.2,2.769601734,1.2,0.572281171,11.00456234
13.68748154,11.00312518,26.8718379,13.18435636,0.111,14.91748154,14.2,2.684356357,1.2,0.614125185,11.00625037
13.29167552,11.00708324,26.0762678,12.78459228,0.076,14.52167552,14.2,2.28459228,1.2,0.583083245,11.01416649
13.99624932,11.00003751,27.49246113,13.49621181,0.074,15.22624932,14.2,2.99621181,1.2,0.574037507,11.00007501
13.05081533,11.00949185,25.59213881,12.54132348,0.079,14.28081533,14.2,2.041323483,1.2,0.588491847,11.01898369
13.04762693,11.00952373,25.58573013,12.5381032,0.115,14.27762693,14.2,2.0381032,1.2,0.624523731,11.01904746
13.82684733,11.00173153,27.15196314,13.3251158,0.085,15.05684733,14.2,2.825115805,1.2,0.586731527,11.00346305
13.42657717,11.00573423,26.3474201,12.92084294,0.081,14.65657717,14.2,2.420842937,1.2,0.586734228,11.01146846
13.52428389,11.00475716,26.54381062,13.01952673,0.086,14.75428389,14.2,2.519526727,1.2,0.590757161,11.00951432
13.31703191,11.00682968,26.12723414,12.81020223,0.086,14.54703191,14.2,2.31020223,1.2,0.592829681,11.01365936
13.81572177,11.00184278,27.12960076,13.31387899,0.079,15.04572177,14.2,2.813878987,1.2,0.580842782,11.00368556
2.832960292,1.001670397,5.164250187,2.331289895,0.076,4.062960292,7.7,1.831289895,5.7,0.577670397,1.003340794
13.42291753,11.00577082,26.34006424,12.91714671,0.074,14.65291753,14.2,2.417146705,1.2,0.579770825,11.01154165
13.08268796,11.00917312,25.6562028,12.57351484,0.074,14.31268796,14.2,2.073514842,1.2,0.58317312,11.01834624
13.45530543,11.00544695,26.40516391,12.94985848,0.076,14.68530543,14.2,2.449858481,1.2,0.581446946,11.01089389
13.96991784,11.00030082,27.43953485,13.46961701,0.088,15.19991784,14.2,2.969617013,1.2,0.588300822,11.00060164
13.51930651,11.00480693,26.53380609,13.01449958,0.084,14.74930651,14.2,2.514499577,1.2,0.588806935,11.00961387
13.57420517,11.00425795,26.64415239,13.06994722,0.084,14.80420517,14.2,2.569947222,1.2,0.588257948,11.0085159
13.83521808,11.00164782,27.16878835,13.33357027,0.094,15.06521808,14.2,2.833570266,1.2,0.595647819,11.00329564
13.63286767,11.00367132,26.76206401,13.12919634,0.093,14.86286767,14.2,2.629196342,1.2,0.596671323,11.00734265
13.16798845,11.00832012,25.82765679,12.65966834,0.093,14.39798845,14.2,2.159668339,1.2,0.601320115,11.01664023
2.512326969,1.00487673,4.519777207,2.007450238,0.104,3.742326969,7.7,1.507450238,5.7,0.60887673,1.009753461
2.635362935,1.003646371,4.767079499,2.131716564,0.086,3.865362935,7.7,1.631716564,5.7,0.589646371,1.007292741
13.12081901,11.00879181,25.73284622,12.6120272,0.08,14.35081901,14.2,2.112027204,1.2,0.58879181,11.01758362
2.263170351,1.007368296,4.018972405,1.755802054,0.069,3.493170351,7.7,1.255802054,5.7,0.576368296,1.014736593
13.48355368,11.00516446,26.4619429,12.97838922,0.464,14.71355368,14.2,2.47838922,1.2,0.969164463,11.01032893
13.20311115,11.00796889,25.89825341,12.69514226,0.086,14.43311115,14.2,2.195142263,1.2,0.593968888,11.01593778
13.68131403,11.00318686,26.8594412,13.17812717,0.401,14.91131403,14.2,2.678127169,1.2,0.90418686,11.00637372
2.930764428,1.000692356,5.3608365,2.430072072,0.069,4.160764428,7.7,1.930072072,5.7,0.569692356,1.001384711
2.669614487,1.003303855,4.835925118,2.166310632,0.076,3.899614487,7.7,1.666310632,5.7,0.579303855,1.00660771
13.73884961,11.0026115,26.97508772,13.23623811,0.11,14.96884961,14.2,2.736238108,1.2,0.612611504,11.00522301
13.99511561,11.00004884,27.49018238,13.49506677,0.062,15.22511561,14.2,2.995066769,1.2,0.562048844,11.00009769
13.48827243,11.00511728,26.47142759,12.98315516,0.107,14.71827243,14.2,2.483155158,1.2,0.612117276,11.01023455
13.71152187,11.00288478,26.92015896,13.20863709,0.076,14.94152187,14.2,2.708637089,1.2,0.578884781,11.00576956
13.00399736,11.00996003,25.4980347,12.49403734,0.079,14.23399736,14.2,1.994037337,1.2,0.588960026,11.01992005
13.5782416,11.00421758,26.65226562,13.07402402,0.11,14.8082416,14.2,2.574024016,1.2,0.614217584,11.00843517
13.21145311,11.00788547,25.91502075,12.70356764,0.062,14.44145311,14.2,2.203567639,1.2,0.569885469,11.01577094
2.95904557,1.000409544,5.417681596,2.458636026,0.045,4.18904557,7.7,1.958636026,5.7,0.545409544,1.000819089
2.773198341,1.002268017,5.044128665,2.270930324,0.058,4.003198341,7.7,1.770930324,5.7,0.560268017,1.004536033
2.684966212,1.003150338,4.866782087,2.181815874,0.102,3.914966212,7.7,1.681815874,5.7,0.605150338,1.006300676
13.58215833,11.00417842,26.66013824,13.07797991,0.07,14.81215833,14.2,2.57797991,1.2,0.574178417,11.00835683
13.03844509,11.00961555,25.56727463,12.52882954,0.079,14.26844509,14.2,2.028829542,1.2,0.588615549,11.0192311
13.38475285,11.00615247,26.26335322,12.87860037,0.08,14.61475285,14.2,2.378600373,1.2,0.586152472,11.01230494
13.36587964,11.0063412,26.22541808,12.85953844,0.084,14.59587964,14.2,2.359538439,1.2,0.590341204,11.01268241
13.0688995,11.009311,25.628488,12.5595885,0.075,14.2988995,14.2,2.059588499,1.2,0.584311005,11.01862201
13.79184577,11.00208154,27.08160999,13.28976422,0.08,15.02184577,14.2,2.789764224,1.2,0.582081542,11.00416308
13.78937245,11.00210628,27.07663863,13.28726618,0.077,15.01937245,14.2,2.787266176,1.2,0.579106275,11.00421255
13.9772884,11.00022712,27.45434967,13.47706128,0.07,15.2072884,14.2,2.977061279,1.2,0.570227116,11.00045423
13.25010959,11.0074989,25.99272027,12.74261068,0.077,14.48010959,14.2,2.242610681,1.2,0.584498904,11.01499781
13.06200879,11.00937991,25.61463766,12.55262887,0.467,14.29200879,14.2,2.052628873,1.2,0.976379912,11.01875982
2.657785275,1.003422147,4.812148402,2.154363128,0.088,3.887785275,7.7,1.654363128,5.7,0.591422147,1.006844295
13.36824146,11.00631759,26.23016533,12.86192387,0.091,14.59824146,14.2,2.361923871,1.2,0.597317585,11.01263517
13.8960508,11.00103949,27.2910621,13.3950113,0.122,15.1260508,14.2,2.895011305,1.2,0.623039492,11.00207898
13.84922769,11.00150772,27.19694766,13.34771997,0.104,15.07922769,14.2,2.847719968,1.2,0.605507723,11.00301545
13.25300402,11.00746996,25.99853809,12.74553406,0.084,14.48300402,14.2,2.245534063,1.2,0.59146996,11.01493992
13.41315831,11.00586842,26.32044819,12.90728989,0.085,14.64315831,14.2,2.407289889,1.2,0.590868417,11.01173683
13.30006819,11.00699932,26.09313706,12.79306887,0.08,14.53006819,14.2,2.293068872,1.2,0.586999318,11.01399864
13.3878062,11.00612194,26.26949046,12.88168426,0.104,14.6178062,14.2,2.38168426,1.2,0.610121938,11.01224388
13.77109725,11.00228903,27.03990547,13.26880822,0.09,15.00109725,14.2,2.768808219,1.2,0.592289028,11.00457806
13.96576958,11.0003423,27.43119686,13.46542728,0.077,15.19576958,14.2,2.965427277,1.2,0.577342304,11.00068461
13.59457723,11.00405423,26.68510024,13.090523,0.082,14.82457723,14.2,2.590523005,1.2,0.586054228,11.00810846
13.26901918,11.00730981,26.03072856,12.76170938,0.119,14.49901918,14.2,2.261709375,1.2,0.626309808,11.01461962
13.7296973,11.00270303,26.95669156,13.22699427,0.097,14.9596973,14.2,2.726994269,1.2,0.599703027,11.00540605
13.51441205,11.00485588,26.52396821,13.00955617,0.178,14.74441205,14.2,2.509556166,1.2,0.68285588,11.00971176
13.94721948,11.00052781,27.39391115,13.44669167,0.119,15.17721948,14.2,2.946691671,1.2,0.619527805,11.00105561
13.23192808,11.00768072,25.95617544,12.72424736,0.075,14.46192808,14.2,2.224247361,1.2,0.582680719,11.01536144
13.89094406,11.00109056,27.28079756,13.3898535,0.08,15.12094406,14.2,2.889853501,1.2,0.581090559,11.00218112
13.96625472,11.00033745,27.43217199,13.46591727,0.082,15.19625472,14.2,2.96591727,1.2,0.582337453,11.00067491
13.6425904,11.0035741,26.7816067,13.1390163,0.146,14.8725904,14.2,2.639016303,1.2,0.649574096,11.00714819
13.21675233,11.00783248,25.92567219,12.70891986,0.081,14.44675233,14.2,2.208919858,1.2,0.588832477,11.01566495
13.47524778,11.00524752,26.44524805,12.97000026,0.082,14.70524778,14.2,2.470000262,1.2,0.587247522,11.01049504
13.46716798,11.00532832,26.42900763,12.96183966,0.065,14.69716798,14.2,2.461839656,1.2,0.57032832,11.01065664
2.495952322,1.005040477,4.486864166,1.990911845,0.072,3.725952322,7.7,1.490911845,5.7,0.577040477,1.010080954
13.20259081,11.00797409,25.89720753,12.69461672,0.118,14.43259081,14.2,2.194616719,1.2,0.625974092,11.01594818
2.807347037,1.00192653,5.112767544,2.305420507,0.049,4.037347037,7.7,1.805420507,5.7,0.55092653,1.003853059
2.501092788,1.004989072,4.497196504,1.996103716,0.049,3.731092788,7.7,1.496103716,5.7,0.553989072,1.009978144
2.368950376,1.006310496,4.231590256,1.86263988,0.06,3.598950376,7.7,1.36263988,5.7,0.566310496,1.012620992
13.55232433,11.00447676,26.6001719,13.04784757,0.084,14.78232433,14.2,2.547847572,1.2,0.588476757,11.00895351
13.32258398,11.00677416,26.13839381,12.81580982,0.09,14.55258398,14.2,2.315809823,1.2,0.59677416,11.01354832
13.53899815,11.00461002,26.57338628,13.03438813,0.089,14.76899815,14.2,2.534388131,1.2,0.593610019,11.00922004
13.97825143,11.00021749,27.45628537,13.47803394,0.081,15.20825143,14.2,2.978033942,1.2,0.581217486,11.00043497
13.68117772,11.00318822,26.85916722,13.1779895,0.081,14.91117772,14.2,2.6779895,1.2,0.584188223,11.00637645
13.47851895,11.00521481,26.45182309,12.97330414,0.081,14.70851895,14.2,2.47330414,1.2,0.58621481,11.01042962
13.70599532,11.00294005,26.90905059,13.20305527,0.09,14.93599532,14.2,2.703055272,1.2,0.592940047,11.00588009
13.4405483,11.00559452,26.37550208,12.93495378,0.089,14.6705483,14.2,2.434953781,1.2,0.594594517,11.01118903
2.279486484,1.007205135,4.051767834,1.772281349,0.05,3.509486484,7.7,1.272281349,5.7,0.557205135,1.01441027
2.726238076,1.002737619,4.949738534,2.223500457,0.066,3.956238076,7.7,1.723500457,5.7,0.568737619,1.005475238
2.474392281,1.005256077,4.443528484,1.969136203,0.05,3.704392281,7.7,1.469136203,5.7,0.555256077,1.010512154
13.39832142,11.00601679,26.29062606,12.89230464,0.117,14.62832142,14.2,2.392304636,1.2,0.623016786,11.01203357
2.018076099,1.009819239,3.52633296,1.50825686,0.087,3.248076099,7.7,1.00825686,5.7,0.596819239,1.019638478
13.96908166,11.00030918,27.43785414,13.46877248,0.236,15.19908166,14.2,2.968772477,1.2,0.736309183,11.00061837
2.343144538,1.006568555,4.179720521,1.836575983,0.074,3.573144538,7.7,1.336575983,5.7,0.580568555,1.013137109
13.21188698,11.00788113,25.91589283,12.70400585,0.089,14.44188698,14.2,2.20400585,1.2,0.59688113,11.01576226
13.73757389,11.00262426,26.97252352,13.23494963,0.077,14.96757389,14.2,2.734949627,1.2,0.579624261,11.00524852
13.61059646,11.00389404,26.71729888,13.10670242,0.095,14.84059646,14.2,2.606702424,1.2,0.598894035,11.00778807
13.41321067,11.00586789,26.32055345,12.90734278,0.095,14.64321067,14.2,2.407342778,1.2,0.600867893,11.01173579
13.18778383,11.00812216,25.86744549,12.67966167,0.07,14.41778383,14.2,2.179661666,1.2,0.578122162,11.01624432
13.14842058,11.00851579,25.78832537,12.63990479,0.071,14.37842058,14.2,2.139904786,1.2,0.579515794,11.01703159
13.21112384,11.00788876,25.91435893,12.70323508,0.07,14.44112384,14.2,2.203235082,1.2,0.577888762,11.01577752
13.53701445,11.00462986,26.56939905,13.0323846,0.071,14.76701445,14.2,2.532384595,1.2,0.575629855,11.00925971
13.86052778,11.00139472,27.21966084,13.35913306,0.073,15.09052778,14.2,2.859133058,1.2,0.574394722,11.00278944
2.262442338,1.007375577,4.017509099,1.755066761,0.079,3.492442338,7.7,1.255066761,5.7,0.586375577,1.014751153
13.65745441,11.00342546,26.81148335,13.15402895,0.09,14.88745441,14.2,2.654028949,1.2,0.593425456,11.00685091
13.99917905,11.00000821,27.49834989,13.49917084,0.072,15.22917905,14.2,2.99917084,1.2,0.57200821,11.00001642
13.06958829,11.00930412,25.62987247,12.56028418,0.076,14.29958829,14.2,2.060284177,1.2,0.585304117,11.01860823
13.76712118,11.00232879,27.03191358,13.26479239,0.07,14.99712118,14.2,2.764792394,1.2,0.572328788,11.00465758
13.71665588,11.00283344,26.93047831,13.21382243,0.07,14.94665588,14.2,2.713822435,1.2,0.572833441,11.00566688
13.90175319,11.00098247,27.30252391,13.40077072,0.1,15.13175319,14.2,2.900770723,1.2,0.600982468,11.00196494
2.255312807,1.007446872,4.003178742,1.747865935,0.085,3.485312807,7.7,1.247865935,5.7,0.592446872,1.014893744
13.05309454,11.00946905,25.59672004,12.54362549,0.072,14.28309454,14.2,2.04362549,1.2,0.581469055,11.01893811
2.703436704,1.002965633,4.903907774,2.200471071,0.089,3.933436704,7.7,1.700471071,5.7,0.591965633,1.005931266
13.22639404,11.00773606,25.94505202,12.71865798,0.36,14.45639404,14.2,2.218657982,1.2,0.86773606,11.01547212
13.51982851,11.00480171,26.53485531,13.0150268,0.058,14.74982851,14.2,2.515026799,1.2,0.562801715,11.00960343
13.80663633,11.00193364,27.11133901,13.30470269,0.073,15.03663633,14.2,2.804702688,1.2,0.574933637,11.00386727
13.93399889,11.00066001,27.36733776,13.43333887,0.073,15.16399889,14.2,2.933338874,1.2,0.573660011,11.00132002
13.95246223,11.00047538,27.40444907,13.45198685,0.068,15.18246223,14.2,2.951986848,1.2,0.568475378,11.00095076
13.54810046,11.004519,26.59168193,13.04358147,0.08,14.77810046,14.2,2.543581466,1.2,0.584518995,11.00903799
2.871520396,1.001284796,5.241755997,2.3702356,0.085,4.101520396,7.7,1.8702356,5.7,0.586284796,1.002569592
13.08992739,11.00910073,25.67075405,12.58082666,0.08,14.31992739,14.2,2.080826664,1.2,0.589100726,11.01820145
13.63171963,11.0036828,26.75975646,13.12803683,0.087,14.86171963,14.2,2.62803683,1.2,0.590682804,11.00736561
13.80251514,11.00197485,27.10305544,13.30054029,0.068,15.03251514,14.2,2.800540293,1.2,0.569974849,11.0039497
13.74882346,11.00251177,26.99513514,13.24631169,0.067,14.97882346,14.2,2.74631169,1.2,0.569511765,11.00502353
13.49764632,11.00502354,26.4902691,12.99262278,0.067,14.72764632,14.2,2.492622784,1.2,0.572023537,11.01004707
13.90348976,11.0009651,27.30601443,13.40252466,0.27,15.13348976,14.2,2.902524662,1.2,0.770965102,11.0019302
13.20968162,11.00790318,25.91146007,12.70177844,0.076,14.43968162,14.2,2.201778441,1.2,0.583903184,11.01580637
2.7882312,1.002117688,5.074344711,2.286113512,0.077,4.0182312,7.7,1.786113512,5.7,0.579117688,1.004235376
2.551678504,1.004483215,4.598873792,2.047195289,0.079,3.781678504,7.7,1.547195289,5.7,0.583483215,1.00896643
13.6203265,11.00379674,26.73685626,13.11652976,0.111,14.8503265,14.2,2.616529761,1.2,0.614796735,11.00759347
13.40835618,11.00591644,26.31079592,12.90243974,0.082,14.63835618,14.2,2.402439739,1.2,0.587916438,11.01183288
13.35383136,11.00646169,26.20120102,12.84736967,0.084,14.58383136,14.2,2.347369669,1.2,0.590461686,11.01292337
13.55817242,11.00441828,26.61192657,13.05375415,0.084,14.78817242,14.2,2.553754149,1.2,0.588418276,11.00883655
13.11415528,11.00885845,25.71945212,12.60529684,0.082,14.34415528,14.2,2.105296837,1.2,0.590858447,11.01771689
13.49581783,11.00504182,26.48659384,12.99077601,0.077,14.72581783,14.2,2.490776008,1.2,0.582041822,11.01008364
2.130083103,1.008699169,3.751467038,1.621383934,0.074,3.360083103,7.7,1.121383934,5.7,0.582699169,1.017398338
2.838695574,1.001613044,5.175778104,2.33708253,0.099,4.068695574,7.7,1.83708253,5.7,0.600613044,1.003226089
13.23594283,11.00764057,25.96424508,12.72830225,0.071,14.46594283,14.2,2.228302255,1.2,0.578640572,11.01528114
13.73996895,11.00260031,26.9773376,13.23736864,0.071,14.96996895,14.2,2.737368643,1.2,0.57360031,11.00520062
13.94979518,11.00050205,27.39908831,13.44929313,0.074,15.17979518,14.2,2.949293132,1.2,0.574502048,11.0010041
13.75268601,11.00247314,27.00289888,13.25021287,0.074,14.98268601,14.2,2.750212872,1.2,0.57647314,11.00494628
13.15332139,11.00846679,25.79817599,12.6448546,0.067,14.38332139,14.2,2.144854602,1.2,0.575466786,11.01693357
2.52206873,1.004779313,4.539358147,2.017289417,0.046,3.75206873,7.7,1.517289417,5.7,0.550779313,1.009558625
2.417465384,1.005825346,4.329105422,1.911640038,0.061,3.647465384,7.7,1.411640038,5.7,0.566825346,1.011650692
13.50990566,11.00490094,26.51491037,13.00500471,0.056,14.73990566,14.2,2.505004712,1.2,0.560900943,11.00980189
13.92547771,11.00074522,27.3502102,13.42473249,0.097,15.15547771,14.2,2.92473249,1.2,0.597745223,11.00149045
2.659317896,1.003406821,4.815228972,2.155911075,0.075,3.889317896,7.7,1.655911075,5.7,0.578406821,1.006813642
13.26885495,11.00731145,26.03039846,12.7615435,0.088,14.49885495,14.2,2.261543504,1.2,0.59531145,11.0146229
13.30183754,11.00698162,26.09669347,12.79485592,0.089,14.53183754,14.2,2.29485592,1.2,0.595981625,11.01396325
13.56390364,11.00436096,26.62344631,13.05954267,0.095,14.79390364,14.2,2.559542672,1.2,0.599360964,11.00872193
13.28270959,11.0071729,26.05824628,12.77553669,0.095,14.51270959,14.2,2.275536689,1.2,0.602172904,11.01434581
13.91345796,11.00086542,27.32605049,13.41259254,0.069,15.14345796,14.2,2.912592536,1.2,0.56986542,11.00173084
13.47352603,11.00526474,26.44178732,12.96826129,0.1,14.70352603,14.2,2.468261292,1.2,0.60526474,11.01052948
13.24818028,11.0075182,25.98884236,12.74066208,0.054,14.47818028,14.2,2.240662082,1.2,0.561518197,11.01503639
13.96004234,11.00039958,27.41968511,13.45964277,0.039,15.19004234,14.2,2.959642766,1.2,0.539399577,11.00079915
13.13024146,11.00869759,25.75178534,12.62154388,0.083,14.36024146,14.2,2.121543879,1.2,0.591697585,11.01739517
13.44208695,11.00557913,26.37859478,12.93650782,0.059,14.67208695,14.2,2.436507824,1.2,0.56457913,11.01115826
13.3571741,11.00642826,26.20791994,12.85074584,0.06,14.5871741,14.2,2.350745839,1.2,0.566428259,11.01285652
13.87765513,11.00122345,27.25408682,13.37643168,0.092,15.10765513,14.2,2.876431685,1.2,0.593223449,11.0024469
13.86912373,11.00130876,27.23693869,13.36781496,0.06,15.09912373,14.2,2.867814963,1.2,0.561308763,11.00261753
13.93901092,11.00060989,27.37741195,13.43840103,0.101,15.16901092,14.2,2.938401028,1.2,0.601609891,11.00121978
13.3533611,11.00646639,26.20025582,12.84689471,0.072,14.5833611,14.2,2.346894714,1.2,0.578466389,11.01293278
13.37753614,11.00622464,26.24884764,12.8713115,0.076,14.60753614,14.2,2.371311502,1.2,0.582224639,11.01244928
13.76240165,11.00237598,27.02242732,13.26002567,0.08,14.99240165,14.2,2.760025667,1.2,0.582375983,11.00475197
13.30051095,11.00699489,26.094027,12.79351606,0.082,14.53051095,14.2,2.293516057,1.2,0.588994891,11.01398978
13.40579996,11.005942,26.30565792,12.89985796,0.101,14.63579996,14.2,2.39985796,1.2,0.606942,11.011884
2.676249777,1.003237502,4.849262052,2.173012275,0.057,3.906249777,7.7,1.673012275,5.7,0.560237502,1.006475004
13.94150108,11.00058499,27.38241717,13.44091609,0.083,15.17150108,14.2,2.940916088,1.2,0.583584989,11.00116998
13.42528442,11.00574716,26.34482168,12.91953726,0.089,14.65528442,14.2,2.419537264,1.2,0.594747156,11.01149431
13.07067111,11.00929329,25.63204892,12.56137782,0.073,14.30067111,14.2,2.061377817,1.2,0.582293289,11.01858658
13.40163564,11.00598364,26.29728764,12.895652,0.337,14.63163564,14.2,2.395651999,1.2,0.842983644,11.01196729
13.56708709,11.00432913,26.62984505,13.06275796,0.089,14.79708709,14.2,2.562757959,1.2,0.593329129,11.00865826
13.02009256,11.00979907,25.53038604,12.51029348,0.073,14.25009256,14.2,2.010293482,1.2,0.582799074,11.01959815
2.001424258,1.009985757,3.492862758,1.4914385,0.081,3.231424258,7.7,0.9914385,5.7,0.590985757,1.019971515
2.400772724,1.005992273,4.295553175,1.894780451,0.054,3.630772724,7.7,1.394780451,5.7,0.559992273,1.011984546
13.86448581,11.00135514,27.22761647,13.36313066,0.078,15.09448581,14.2,2.863130664,1.2,0.579355142,11.00271028
13.72727631,11.00272724,26.95182539,13.22454907,0.09,14.95727631,14.2,2.724549075,1.2,0.592727237,11.00545447
